day,well_role,injection_flow,extraction_flow,ph,dissolved_oxygen,uranium_assay,synthetic_record
354,central_extraction,0.000000,4.314089,6.598517,2.123968,1.220305,True
354,injector_1,1.257161,0.000000,6.683967,2.226929,1.203814,True
354,injector_2,1.129655,0.000000,6.734855,2.317353,,True
354,injector_3,1.057876,0.000000,6.709776,2.302839,,True
354,injector_4,1.068269,0.000000,6.600558,2.410902,1.358167,True
355,central_extraction,0.000000,4.496591,6.635974,2.221388,,True
355,injector_1,1.298089,0.000000,6.651610,2.252513,,True
355,injector_2,1.142000,0.000000,6.733840,2.342319,,True
355,injector_3,1.040528,0.000000,6.722555,2.442306,,True
355,injector_4,1.019745,0.000000,6.554087,2.400184,,True
356,central_extraction,0.000000,4.487097,6.625073,2.146892,,True
356,injector_1,1.343383,0.000000,6.677052,2.222005,,True
356,injector_2,1.146161,0.000000,6.740035,2.308581,,True
356,injector_3,1.098104,0.000000,6.697978,2.404006,1.265150,True
356,injector_4,1.029474,0.000000,6.590906,2.488962,,True
357,central_extraction,0.000000,4.552252,6.600264,2.216902,,True
357,injector_1,1.293602,0.000000,6.706262,2.356235,1.209941,True
357,injector_2,1.155761,0.000000,6.769413,2.394965,,True
357,injector_3,1.015582,0.000000,6.653501,2.446853,,True
357,injector_4,1.049205,0.000000,6.572286,2.492527,1.313433,True
358,central_extraction,0.000000,4.425231,6.652872,2.236805,,True
358,injector_1,1.342285,0.000000,6.701587,2.284516,,True
358,injector_2,1.158842,0.000000,6.716259,2.372003,1.219274,True
358,injector_3,1.034314,0.000000,6.685469,2.396417,,True
358,injector_4,0.933415,0.000000,6.629751,2.392858,,True
359,central_extraction,0.000000,4.500807,6.627333,2.279390,,True
359,injector_1,1.371336,0.000000,6.714858,2.288626,,True
359,injector_2,1.155710,0.000000,6.726729,2.398912,,True
359,injector_3,1.017837,0.000000,6.704268,2.445166,1.239298,True
359,injector_4,1.001173,0.000000,6.646810,2.499801,,True
360,central_extraction,0.000000,4.457737,6.636025,2.209536,1.183674,True
360,injector_1,1.288441,0.000000,6.721701,2.376481,1.152710,True
360,injector_2,1.226196,0.000000,6.745311,2.305611,,True
360,injector_3,1.049705,0.000000,6.699032,2.395735,,True
360,injector_4,1.058688,0.000000,6.583921,2.453561,1.346896,True
361,central_extraction,0.000000,4.442300,6.633916,2.203704,,True
361,injector_1,1.263389,0.000000,6.756631,2.292905,,True
361,injector_2,1.215283,0.000000,6.775955,2.403230,1.110196,True
361,injector_3,1.069923,0.000000,6.724193,2.387928,,True
361,injector_4,1.054100,0.000000,6.543872,2.458285,,True
362,central_extraction,0.000000,4.571739,6.669649,2.242601,,True
362,injector_1,1.328221,0.000000,6.712594,2.205465,,True
362,injector_2,1.178518,0.000000,6.752730,2.385416,,True
362,injector_3,1.064782,0.000000,6.647919,2.419323,1.245655,True
362,injector_4,1.005947,0.000000,6.619912,2.448308,,True
363,central_extraction,0.000000,4.611793,6.641431,2.239105,1.276501,True
363,injector_1,1.332147,0.000000,6.739014,2.309990,1.097244,True
363,injector_2,1.216965,0.000000,6.682507,2.391037,,True
363,injector_3,1.040403,0.000000,6.669646,2.402864,,True
363,injector_4,0.980452,0.000000,6.582781,2.484649,1.273306,True
364,central_extraction,0.000000,4.473640,6.624446,2.276584,,True
364,injector_1,1.282758,0.000000,6.728556,2.407491,,True
364,injector_2,1.208441,0.000000,6.750929,2.454038,1.226788,True
364,injector_3,1.145338,0.000000,6.676972,2.461621,,True
364,injector_4,1.006849,0.000000,6.568561,2.465153,,True
365,central_extraction,0.000000,4.522994,6.648301,2.253734,,True
365,injector_1,1.373384,0.000000,6.734902,2.325532,,True
365,injector_2,1.231639,0.000000,6.737922,2.373105,,True
365,injector_3,1.028646,0.000000,6.621344,2.426485,1.190239,True
365,injector_4,1.081588,0.000000,6.556310,2.474186,,True
366,central_extraction,0.000000,4.459002,6.647000,2.293555,1.142452,True
366,injector_1,1.357647,0.000000,6.695562,2.298420,1.097609,True
366,injector_2,1.202155,0.000000,6.752344,2.444168,,True
366,injector_3,1.115512,0.000000,6.671439,2.419011,,True
366,injector_4,1.015492,0.000000,6.646360,2.477525,1.246662,True
367,central_extraction,0.000000,4.551271,6.665673,2.279118,,True
367,injector_1,1.274610,0.000000,6.709456,2.344399,,True
367,injector_2,1.269601,0.000000,6.747378,2.454806,1.112420,True
367,injector_3,1.113712,0.000000,6.662639,2.413932,,True
367,injector_4,1.006028,0.000000,6.556948,2.453989,,True
368,central_extraction,0.000000,4.623755,6.672480,2.246193,,True
368,injector_1,1.361118,0.000000,6.723953,2.423857,,True
368,injector_2,1.154182,0.000000,6.779878,2.442141,,True
368,injector_3,1.072563,0.000000,6.645454,2.481717,1.125082,True
368,injector_4,0.989367,0.000000,6.563730,2.431161,,True
369,central_extraction,0.000000,4.572149,6.626172,2.295734,1.123575,True
369,injector_1,1.362636,0.000000,6.762041,2.386723,1.178711,True
369,injector_2,1.286909,0.000000,6.700598,2.454568,,True
369,injector_3,1.167784,0.000000,6.634637,2.460527,,True
369,injector_4,1.043546,0.000000,6.522135,2.451920,1.205662,True
370,central_extraction,0.000000,4.644129,6.647286,2.370223,,True
370,injector_1,1.388783,0.000000,6.803925,2.371680,,True
370,injector_2,1.293830,0.000000,6.725070,2.437630,1.018541,True
370,injector_3,1.115281,0.000000,6.634696,2.466021,,True
370,injector_4,1.053235,0.000000,6.548733,2.360798,,True
371,central_extraction,0.000000,4.504123,6.655153,2.353007,,True
371,injector_1,1.349888,0.000000,6.715352,2.426081,,True
371,injector_2,1.252828,0.000000,6.733370,2.440767,,True
371,injector_3,1.142336,0.000000,6.647141,2.399814,,True
371,injector_4,1.012834,0.000000,6.568041,2.481539,,True
372,central_extraction,0.000000,4.757511,6.686481,2.333876,1.171137,True
372,injector_1,1.416577,0.000000,6.744346,2.467690,1.010353,True
372,injector_2,1.168312,0.000000,6.719712,2.470125,,True
372,injector_3,1.154878,0.000000,6.675694,2.445004,,True
372,injector_4,1.051471,0.000000,6.618412,2.447307,1.211058,True
373,central_extraction,0.000000,4.761118,6.732472,2.412375,,True
373,injector_1,1.355801,0.000000,6.729328,2.463604,,True
373,injector_2,1.292233,0.000000,6.772175,2.469622,1.100719,True
373,injector_3,1.113790,0.000000,6.650867,2.561576,,True
373,injector_4,1.048362,0.000000,6.576348,2.443500,,True
374,central_extraction,0.000000,4.619436,6.712776,2.316098,,True
374,injector_1,1.358052,0.000000,6.734916,2.455081,,True
374,injector_2,1.322864,0.000000,6.721079,2.429713,,True
374,injector_3,1.158289,0.000000,6.664978,2.412921,1.207122,True
374,injector_4,1.047232,0.000000,6.566255,2.401862,,True
375,central_extraction,0.000000,4.664263,6.678865,2.336518,1.100368,True
375,injector_1,1.291391,0.000000,6.705577,2.460450,1.093985,True
375,injector_2,1.312446,0.000000,6.753521,2.438448,,True
375,injector_3,1.133524,0.000000,6.662761,2.471293,,True
375,injector_4,1.045146,0.000000,6.547981,2.375738,1.232282,True
376,central_extraction,0.000000,4.833788,6.700180,2.308804,,True
376,injector_1,1.294207,0.000000,6.750882,2.496831,,True
376,injector_2,1.240561,0.000000,6.704993,2.402690,1.125624,True
376,injector_3,1.159284,0.000000,6.595622,2.475253,,True
376,injector_4,1.074866,0.000000,6.531740,2.390350,,True
377,central_extraction,0.000000,4.854334,6.720388,2.373754,,True
377,injector_1,1.239917,0.000000,6.768814,2.434476,,True
377,injector_2,1.334821,0.000000,6.673354,2.434964,,True
377,injector_3,1.179191,0.000000,6.610989,2.432556,1.228440,True
377,injector_4,1.055255,0.000000,6.544751,2.327413,,True
378,central_extraction,0.000000,4.696498,6.720802,2.366552,1.168967,True
378,injector_1,1.344818,0.000000,6.755944,2.457539,1.133193,True
378,injector_2,1.295848,0.000000,6.709821,2.454067,,True
378,injector_3,1.187354,0.000000,6.620762,2.444970,,True
378,injector_4,1.063391,0.000000,6.556376,2.372384,1.278043,True
379,central_extraction,0.000000,4.692749,6.690860,2.367486,,True
379,injector_1,1.336780,0.000000,6.744012,2.436030,,True
379,injector_2,1.280537,0.000000,6.693995,2.452247,1.146744,True
379,injector_3,1.133483,0.000000,6.632429,2.503541,,True
379,injector_4,1.103306,0.000000,6.527416,2.355140,,True
380,central_extraction,0.000000,4.747477,6.712915,2.462228,,True
380,injector_1,1.319855,0.000000,6.797221,2.444679,,True
380,injector_2,1.286444,0.000000,6.738777,2.490231,,True
380,injector_3,1.185559,0.000000,6.650074,2.480642,1.224122,True
380,injector_4,1.090461,0.000000,6.566419,2.314592,,True
381,central_extraction,0.000000,4.853738,6.710481,2.405080,1.216119,True
381,injector_1,1.297729,0.000000,6.759606,2.449924,1.138869,True
381,injector_2,1.292490,0.000000,6.704853,2.399547,,True
381,injector_3,1.221435,0.000000,6.646055,2.380585,,True
381,injector_4,1.116745,0.000000,6.556855,2.379436,1.255683,True
382,central_extraction,0.000000,4.788835,6.715556,2.373171,,True
382,injector_1,1.284864,0.000000,6.753567,2.390267,,True
382,injector_2,1.360209,0.000000,6.659988,2.450785,1.192597,True
382,injector_3,1.153307,0.000000,6.638286,2.455966,,True
382,injector_4,1.007710,0.000000,6.532122,2.442343,,True
383,central_extraction,0.000000,4.724932,6.709098,2.392018,,True
383,injector_1,1.368716,0.000000,6.723795,2.517188,,True
383,injector_2,1.337200,0.000000,6.731508,2.363597,,True
383,injector_3,1.210164,0.000000,6.623676,2.420233,1.321976,True
383,injector_4,1.119069,0.000000,6.511487,2.396024,,True
384,central_extraction,0.000000,4.873770,6.720195,2.466246,1.268449,True
384,injector_1,1.286889,0.000000,6.750123,2.424295,1.191836,True
384,injector_2,1.363122,0.000000,6.681043,2.422363,,True
384,injector_3,1.212507,0.000000,6.600746,2.412827,,True
384,injector_4,1.081237,0.000000,6.574514,2.321036,1.263937,True
385,central_extraction,0.000000,4.855850,6.737883,2.455869,,True
385,injector_1,1.340164,0.000000,6.763081,2.430581,,True
385,injector_2,1.319195,0.000000,6.687981,2.419637,1.174395,True
385,injector_3,1.198657,0.000000,6.561675,2.365797,,True
385,injector_4,1.119795,0.000000,6.600795,2.321814,,True
386,central_extraction,0.000000,4.975720,6.698005,2.446149,,True
386,injector_1,1.264761,0.000000,6.745658,2.409159,,True
386,injector_2,1.371620,0.000000,6.692371,2.458425,,True
386,injector_3,1.274656,0.000000,6.594474,2.415856,1.257317,True
386,injector_4,1.139714,0.000000,6.514461,2.247741,,True
387,central_extraction,0.000000,4.784204,6.720852,2.392313,1.219887,True
387,injector_1,1.220060,0.000000,6.735774,2.437396,1.181865,True
387,injector_2,1.345019,0.000000,6.684654,2.425032,,True
387,injector_3,1.269888,0.000000,6.548727,2.512391,,True
387,injector_4,1.166338,0.000000,6.562749,2.340570,,True
388,central_extraction,0.000000,4.981496,6.696750,2.487218,,True
388,injector_1,1.249092,0.000000,6.734888,2.407116,,True
388,injector_2,1.292895,0.000000,6.697593,2.521980,1.249166,True
388,injector_3,1.173947,0.000000,6.593919,2.429886,,True
388,injector_4,1.141725,0.000000,6.566475,2.334581,,True
389,central_extraction,0.000000,4.896535,6.687255,2.365482,,True
389,injector_1,1.261449,0.000000,6.718948,2.458312,,True
389,injector_2,1.325618,0.000000,6.681732,2.422220,,True
389,injector_3,1.216199,0.000000,6.607274,2.419502,1.311460,True
389,injector_4,1.126987,0.000000,6.587215,2.305808,,True
390,central_extraction,0.000000,4.946278,6.700271,2.486311,1.265183,True
390,injector_1,1.235172,0.000000,6.760768,2.476723,,True
390,injector_2,1.349195,0.000000,6.691692,2.432039,,True
390,injector_3,1.235148,0.000000,6.571879,2.344055,,True
390,injector_4,1.145669,0.000000,6.547579,2.298097,1.275251,True
391,central_extraction,0.000000,4.811370,6.682312,2.468617,,True
391,injector_1,1.211972,0.000000,6.733285,2.429478,,True
391,injector_2,1.343567,0.000000,6.661509,2.413892,1.180608,True
391,injector_3,1.244092,0.000000,6.565143,2.364673,,True
391,injector_4,1.163039,0.000000,6.551137,2.284379,,True
392,central_extraction,0.000000,4.844558,6.750994,2.503080,,True
392,injector_1,1.225610,0.000000,6.708728,2.451081,,True
392,injector_2,1.355323,0.000000,6.724037,2.424554,,True
392,injector_3,1.297576,0.000000,6.589099,2.328685,1.227234,True
392,injector_4,1.089288,0.000000,6.546811,2.317239,,True
393,central_extraction,0.000000,4.844323,6.750354,2.386119,1.319095,True
393,injector_1,1.224641,0.000000,6.818119,2.451150,1.237790,True
393,injector_2,1.320683,0.000000,6.667935,2.386787,,True
393,injector_3,1.267256,0.000000,6.538247,2.265853,,True
393,injector_4,1.224330,0.000000,6.573209,2.306358,1.350152,True
394,central_extraction,0.000000,4.865738,6.725558,2.425890,,True
394,injector_1,1.199665,0.000000,6.706510,2.382926,,True
394,injector_2,1.375377,0.000000,6.643228,2.433906,1.316838,True
394,injector_3,1.327887,0.000000,6.565118,2.296171,,True
394,injector_4,1.140937,0.000000,6.539328,2.284844,,True
395,central_extraction,0.000000,4.863152,6.762919,2.425844,,True
395,injector_1,1.124178,0.000000,6.743972,2.474633,,True
395,injector_2,1.284422,0.000000,6.617250,2.388281,,True
395,injector_3,1.228064,0.000000,6.605245,2.307324,1.325530,True
395,injector_4,1.175716,0.000000,6.591059,2.272371,,True
396,central_extraction,0.000000,4.907027,6.707372,2.417641,1.319631,True
396,injector_1,1.196892,0.000000,6.707509,2.443643,1.245372,True
396,injector_2,1.391512,0.000000,6.662386,2.423249,,True
396,injector_3,1.263915,0.000000,6.539807,2.357863,,True
396,injector_4,1.256252,0.000000,6.557047,2.228845,1.251352,True
397,central_extraction,0.000000,4.932922,6.755068,2.469575,,True
397,injector_1,1.150540,0.000000,6.723157,2.506957,,True
397,injector_2,1.380100,0.000000,6.654685,2.358357,1.300711,True
397,injector_3,1.297154,0.000000,6.577661,2.327933,,True
397,injector_4,1.233073,0.000000,6.581679,2.245285,,True
398,central_extraction,0.000000,4.642375,6.734873,2.402000,,True
398,injector_1,1.199324,0.000000,6.753174,2.427046,,True
398,injector_2,1.321125,0.000000,6.615041,2.332827,,True
398,injector_3,1.323995,0.000000,6.562029,2.298271,1.281669,True
398,injector_4,1.222264,0.000000,6.550968,2.213861,,True
399,central_extraction,0.000000,5.035940,6.733552,2.538568,1.308197,True
399,injector_1,1.110980,0.000000,6.684887,2.475267,1.293226,True
399,injector_2,1.314616,0.000000,6.629848,2.411896,,True
399,injector_3,1.334119,0.000000,6.542865,2.281565,,True
399,injector_4,1.245977,0.000000,6.530475,2.250874,1.381532,True
400,central_extraction,0.000000,5.008194,6.695386,2.480593,,True
400,injector_1,1.112499,0.000000,6.738910,2.431641,,True
400,injector_2,1.331498,0.000000,6.646336,2.359714,1.434069,True
400,injector_3,1.322297,0.000000,6.594809,2.311763,,True
400,injector_4,1.211441,0.000000,6.528120,2.232079,,True
401,central_extraction,0.000000,5.017093,6.774207,2.497229,,True
401,injector_1,1.164849,0.000000,6.743387,2.369239,,True
401,injector_2,1.312902,0.000000,6.627446,2.392456,,True
401,injector_3,1.290570,0.000000,6.521660,2.209140,1.424847,True
401,injector_4,1.192837,0.000000,6.532808,2.288931,,True
402,central_extraction,0.000000,4.939717,6.688647,2.511210,1.431651,True
402,injector_1,1.178603,0.000000,6.745870,2.412353,1.304123,True
402,injector_2,1.348575,0.000000,6.617536,2.274339,,True
402,injector_3,1.241334,0.000000,6.591737,2.218728,,True
402,injector_4,1.236905,0.000000,6.547213,2.158208,1.427621,True
403,central_extraction,0.000000,4.873469,6.769284,2.384847,,True
403,injector_1,1.142656,0.000000,6.742206,2.441346,,True
403,injector_2,1.255535,0.000000,6.617402,2.398426,1.477917,True
403,injector_3,1.311611,0.000000,6.556544,2.252542,,True
403,injector_4,1.184732,0.000000,6.596010,2.165196,,True
404,central_extraction,0.000000,4.739679,6.784815,2.386467,,True
404,injector_1,1.105818,0.000000,6.679149,2.399995,,True
404,injector_2,1.300450,0.000000,6.649039,2.340599,,True
404,injector_3,1.326288,0.000000,6.585929,2.268429,1.388886,True
404,injector_4,1.203015,0.000000,6.584680,2.224661,,True
405,central_extraction,0.000000,5.011067,6.731732,2.493895,1.424226,True
405,injector_1,1.083630,0.000000,6.736288,2.364633,1.454592,True
405,injector_2,1.330314,0.000000,6.611928,2.291100,,True
405,injector_3,1.363469,0.000000,6.527052,2.252434,,True
405,injector_4,1.222845,0.000000,6.637611,2.213744,1.479016,True
406,central_extraction,0.000000,4.805905,6.781083,2.515050,,True
406,injector_1,1.076984,0.000000,6.721249,2.429306,,True
406,injector_2,1.312875,0.000000,6.616049,2.329922,,True
406,injector_3,1.284419,0.000000,6.525226,2.205844,,True
406,injector_4,1.274402,0.000000,6.540349,2.205598,,True
407,central_extraction,0.000000,4.859938,6.748766,2.406499,,True
407,injector_1,1.027337,0.000000,6.737431,2.394733,,True
407,injector_2,1.307534,0.000000,6.592299,2.337919,,True
407,injector_3,1.309950,0.000000,6.537015,2.186923,1.467428,True
407,injector_4,1.279141,0.000000,6.551330,2.174237,,True
408,central_extraction,0.000000,4.853998,6.799717,2.456083,,True
408,injector_1,1.097870,0.000000,6.713463,2.383860,1.507814,True
408,injector_2,1.263035,0.000000,6.568385,2.266239,,True
408,injector_3,1.344362,0.000000,6.508486,2.263627,,True
408,injector_4,1.253925,0.000000,6.558125,2.060795,1.504791,True
409,central_extraction,0.000000,4.926445,6.742881,2.376725,,True
409,injector_1,1.098483,0.000000,6.684306,2.382279,,True
409,injector_2,1.292352,0.000000,6.575269,2.274694,1.412534,True
409,injector_3,1.355171,0.000000,6.566815,2.249377,,True
409,injector_4,1.318848,0.000000,6.581315,2.127887,,True
410,central_extraction,0.000000,4.852387,6.737098,2.435924,,True
410,injector_1,1.053439,0.000000,6.673129,2.362908,,True
410,injector_2,1.261369,0.000000,6.625836,2.338407,,True
410,injector_3,1.341423,0.000000,6.522460,2.189101,1.537085,True
410,injector_4,1.299208,0.000000,6.620953,2.103514,,True
411,central_extraction,0.000000,4.917611,6.793396,2.380611,1.496747,True
411,injector_1,1.049215,0.000000,6.696582,2.359762,1.465925,True
411,injector_2,1.278299,0.000000,6.562279,2.337593,,True
411,injector_3,1.359816,0.000000,6.558447,2.142921,,True
411,injector_4,1.226861,0.000000,6.575106,2.187681,1.528850,True
412,central_extraction,0.000000,4.924975,6.741103,2.403034,,True
412,injector_1,1.079058,0.000000,6.734139,2.330351,,True
412,injector_2,1.267664,0.000000,6.593289,2.235216,1.537592,True
412,injector_3,1.346885,0.000000,6.579757,2.216758,,True
412,injector_4,1.287292,0.000000,6.578734,2.166849,,True
413,central_extraction,0.000000,4.860696,6.761140,2.464168,,True
413,injector_1,1.039525,0.000000,6.693333,2.328785,,True
413,injector_2,1.245817,0.000000,6.603488,2.268497,,True
413,injector_3,1.380449,0.000000,6.561231,2.114727,1.555013,True
413,injector_4,1.270574,0.000000,6.531701,1.994709,,True
414,central_extraction,0.000000,4.763157,6.747070,2.365451,1.457418,True
414,injector_1,1.042536,0.000000,6.655148,2.293208,1.410446,True
414,injector_2,1.282576,0.000000,6.561185,2.227533,,True
414,injector_3,1.303398,0.000000,6.592477,2.205092,,True
414,injector_4,1.276088,0.000000,6.599777,2.067791,1.456553,True
415,central_extraction,0.000000,4.906855,6.781563,2.357692,,True
415,injector_1,0.993877,0.000000,6.698826,2.314665,,True
415,injector_2,1.256667,0.000000,6.620408,2.284804,1.514471,True
415,injector_3,1.316498,0.000000,6.542489,2.142191,,True
415,injector_4,1.373734,0.000000,6.566564,2.054441,,True
416,central_extraction,0.000000,4.818678,6.749350,2.348505,,True
416,injector_1,0.970637,0.000000,6.652093,2.225820,,True
416,injector_2,1.219423,0.000000,6.577280,2.170833,,True
416,injector_3,1.372444,0.000000,6.520220,2.073049,1.519607,True
416,injector_4,1.248842,0.000000,6.579215,2.086096,,True
417,central_extraction,0.000000,4.778801,6.722684,2.364942,1.541466,True
417,injector_1,1.015378,0.000000,6.673456,2.247428,1.581977,True
417,injector_2,1.280708,0.000000,6.606968,2.218780,,True
417,injector_3,1.368167,0.000000,6.539743,2.137735,,True
417,injector_4,1.285627,0.000000,6.604353,2.057122,1.500724,True
418,central_extraction,0.000000,4.725962,6.783342,2.354599,,True
418,injector_1,1.035479,0.000000,6.667936,2.308849,,True
418,injector_2,1.267481,0.000000,6.610301,2.201388,1.557900,True
418,injector_3,1.305113,0.000000,6.541120,2.143093,,True
418,injector_4,1.291104,0.000000,6.614912,2.097900,,True
419,central_extraction,0.000000,4.678803,6.740165,2.304091,,True
419,injector_1,0.982841,0.000000,6.679247,2.244407,,True
419,injector_2,1.186754,0.000000,6.562849,2.174379,,True
419,injector_3,1.344923,0.000000,6.539623,2.103510,1.582196,True
419,injector_4,1.397659,0.000000,6.618931,2.130628,,True
